id;ruta_id;bus_id;turno;total_pasajeros;fecha_salida;fecha_llegada
f2285e3a-030b-465e-9a1b-ec35494b0b05;77973ae9-2990-4f55-bf7a-5b04398cbdb3;076531d0-0fdb-4f02-bfc4-c89a9027947b;AM;13;2025-01-14 07:15:00.000000;2025-01-14 07:35:00.000000
33041cdf-3bcb-4c57-b3b3-1a26912ab40d;02fe6a29-dfac-4a24-8495-c7c40041bf78;04fdeb35-1544-4b3a-a758-5fffb05d5fb5;AM;18;2025-01-14 07:15:00.000000;2025-01-14 08:05:00.000000
07950991-101a-4780-847f-7b1c5b2c2797;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;3d4302a8-8c6f-496f-81fe-24b0bab796a3;AM;18;2025-01-14 07:43:00.000000;2025-01-14 08:30:00.000000
91de47a1-f517-4f27-9fde-c0e89d2f4cf5;4f6d4028-5d21-4955-8674-ee05e2a8d7d7;32059cd6-9cad-47a7-be99-69ee165526bc;AM;21;2025-01-14 07:46:00.000000;2025-01-14 08:49:00.000000
7a1b2f88-83a0-47ed-891e-1c460f904a42;77973ae9-2990-4f55-bf7a-5b04398cbdb3;03747974-74dd-449a-8bfe-73d6d8b408e4;AM;18;2025-01-14 07:48:00.000000;2025-01-14 08:08:00.000000
a5765e61-cece-4e25-ba5d-701f4c449832;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;c24dadec-8bfc-4341-9b28-089cabb7c21d;AM;19;2025-01-14 07:58:00.000000;2025-01-14 08:47:00.000000
5f863b04-7cdc-4488-9b7d-174cd5643942;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;7592f388-b382-4577-8aa3-375911cfa9e6;AM;22;2025-01-14 08:13:00.000000;2025-01-14 09:02:00.000000
ddaea00f-011e-48c1-9279-954368c44435;4f6d4028-5d21-4955-8674-ee05e2a8d7d7;fa852904-bde6-4472-b6ef-ed7a1b81b482;AM;22;2025-01-14 08:31:00.000000;2025-01-14 09:29:00.000000
edd66957-c3d2-453c-8952-a0078b93327b;7ba05016-1579-41e0-b82e-f8269b155156;d77e531b-0037-413b-89b7-b12af5506d92;AM;19;2025-01-14 08:32:00.000000;2025-01-14 09:42:00.000000
72fa440d-b6c4-4edc-b3b7-e432d8c029b8;77973ae9-2990-4f55-bf7a-5b04398cbdb3;076531d0-0fdb-4f02-bfc4-c89a9027947b;PM;19;2025-01-14 14:00:00.000000;2025-01-14 14:20:00.000000
89d7f791-571d-46a9-b564-b70deb0ab85b;4f6d4028-5d21-4955-8674-ee05e2a8d7d7;fa852904-bde6-4472-b6ef-ed7a1b81b482;PM;19;2025-01-14 14:03:00.000000;2025-01-14 14:47:00.000000
e31fe661-3eaf-43ad-ab86-bac7a520509b;7ba05016-1579-41e0-b82e-f8269b155156;d77e531b-0037-413b-89b7-b12af5506d92;PM;23;2025-01-14 14:09:00.000000;2025-01-14 14:57:00.000000
2bbc482b-48c1-444c-a989-f915c0745228;77973ae9-2990-4f55-bf7a-5b04398cbdb3;03747974-74dd-449a-8bfe-73d6d8b408e4;PM;14;2025-01-14 14:24:00.000000;2025-01-14 14:44:00.000000
3307f00e-ed22-4545-a9ef-3dea21356c6d;4f6d4028-5d21-4955-8674-ee05e2a8d7d7;32059cd6-9cad-47a7-be99-69ee165526bc;PM;21;2025-01-14 14:42:00.000000;2025-01-14 15:29:00.000000
16fbdcb5-1838-4600-a2c3-4c0afae3eae8;77973ae9-2990-4f55-bf7a-5b04398cbdb3;8a1ee016-952e-462f-b8f6-74e171d7cbf6;PM;11;2025-01-14 14:57:00.000000;2025-01-14 15:17:00.000000
a4dd84a6-a769-47c2-a2fe-29c3b274ebad;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;3d4302a8-8c6f-496f-81fe-24b0bab796a3;PM;20;2025-01-14 15:07:00.000000;2025-01-14 15:39:00.000000
69b3ff1e-871c-485e-9524-2abc72ba5700;02fe6a29-dfac-4a24-8495-c7c40041bf78;04fdeb35-1544-4b3a-a758-5fffb05d5fb5;PM;20;2025-01-14 15:23:00.000000;2025-01-14 15:57:00.000000
269de0dc-201f-4891-bf35-3c7ad89b7a89;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;7592f388-b382-4577-8aa3-375911cfa9e6;PM;21;2025-01-14 15:42:00.000000;2025-01-14 16:17:00.000000
06b2a51c-0ad3-4a3c-bbfb-1e1e520ef987;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;c24dadec-8bfc-4341-9b28-089cabb7c21d;PM;26;2025-01-14 15:56:00.000000;2025-01-14 16:34:00.000000
ff10b1e5-6457-46e0-9ba9-5d94fb53c1e4;1256dbd3-335b-440b-bd82-2d65f699eb05;7592f388-b382-4577-8aa3-375911cfa9e6;AM;19;2025-01-15 07:06:00.000000;2025-01-15 07:47:00.000000
66a27052-33d4-41b3-aaa5-1a95eb38e094;1256dbd3-335b-440b-bd82-2d65f699eb05;32059cd6-9cad-47a7-be99-69ee165526bc;AM;20;2025-01-15 07:12:00.000000;2025-01-15 07:50:00.000000
7efc390d-0d31-4554-ab66-438c84d32eda;1256dbd3-335b-440b-bd82-2d65f699eb05;c24dadec-8bfc-4341-9b28-089cabb7c21d;AM;16;2025-01-15 07:25:00.000000;2025-01-15 08:03:00.000000
6cf8c3ad-0233-4de5-9e15-40e4111f2d45;f557e38d-8c00-4692-9147-905ce01c6950;03747974-74dd-449a-8bfe-73d6d8b408e4;AM;21;2025-01-15 07:29:00.000000;2025-01-15 07:52:00.000000
123c7be0-1c22-40b3-9135-6f742b23690a;77973ae9-2990-4f55-bf7a-5b04398cbdb3;04fdeb35-1544-4b3a-a758-5fffb05d5fb5;AM;26;2025-01-15 07:41:00.000000;2025-01-15 08:03:00.000000
fdde52ef-fd95-471a-ae91-cf43df3ee7bf;1256dbd3-335b-440b-bd82-2d65f699eb05;3d4302a8-8c6f-496f-81fe-24b0bab796a3;AM;20;2025-01-15 08:03:00.000000;2025-01-15 08:40:00.000000
8df45c5e-80e2-450c-ae67-b8c26a2ad139;1256dbd3-335b-440b-bd82-2d65f699eb05;d77e531b-0037-413b-89b7-b12af5506d92;AM;10;2025-01-15 08:13:00.000000;2025-01-15 08:54:00.000000
bd7cbc05-ea48-49cd-8b82-d2d2ec4d5953;77973ae9-2990-4f55-bf7a-5b04398cbdb3;076531d0-0fdb-4f02-bfc4-c89a9027947b;AM;20;2025-01-15 08:18:00.000000;2025-01-15 08:38:00.000000
8822ccc5-a101-4b38-a599-d558d2a58134;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;fa852904-bde6-4472-b6ef-ed7a1b81b482;AM;25;2025-01-15 08:27:00.000000;2025-01-15 09:14:00.000000
d017d8a2-d91d-4014-b589-f0dfe5060969;1256dbd3-335b-440b-bd82-2d65f699eb05;7592f388-b382-4577-8aa3-375911cfa9e6;PM;9;2025-01-15 14:03:00.000000;2025-01-15 14:32:00.000000
6320bd9b-96c7-4b96-9f06-4ceedc542b8e;7ba05016-1579-41e0-b82e-f8269b155156;8a1ee016-952e-462f-b8f6-74e171d7cbf6;PM;25;2025-01-15 14:10:00.000000;2025-01-15 14:58:00.000000
a86ab7eb-d1d2-419e-b814-6773aaa0d4a0;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;fa852904-bde6-4472-b6ef-ed7a1b81b482;PM;9;2025-01-15 14:12:00.000000;2025-01-15 14:44:00.000000
616a08b3-85bc-4719-847b-81e57601f39f;77973ae9-2990-4f55-bf7a-5b04398cbdb3;04fdeb35-1544-4b3a-a758-5fffb05d5fb5;PM;21;2025-01-15 14:26:00.000000;2025-01-15 14:46:00.000000
0be27858-e300-426c-9589-7a49e6959241;1256dbd3-335b-440b-bd82-2d65f699eb05;c24dadec-8bfc-4341-9b28-089cabb7c21d;PM;19;2025-01-15 14:26:00.000000;2025-01-15 14:57:00.000000
936ff4bd-fd50-4a35-8d45-677c4c5083ca;1256dbd3-335b-440b-bd82-2d65f699eb05;3d4302a8-8c6f-496f-81fe-24b0bab796a3;PM;16;2025-01-15 14:32:00.000000;2025-01-15 14:59:00.000000
6c1d8d6c-fa05-48ba-aeaa-455cfa1f3a85;f557e38d-8c00-4692-9147-905ce01c6950;03747974-74dd-449a-8bfe-73d6d8b408e4;PM;24;2025-01-15 15:08:00.000000;2025-01-15 15:28:00.000000
5c118b8b-724b-421b-a500-f4cae16ed40b;1256dbd3-335b-440b-bd82-2d65f699eb05;32059cd6-9cad-47a7-be99-69ee165526bc;PM;19;2025-01-15 15:15:00.000000;2025-01-15 15:48:00.000000
978d2afc-77a6-4152-885f-9913616a71d9;1256dbd3-335b-440b-bd82-2d65f699eb05;d77e531b-0037-413b-89b7-b12af5506d92;PM;28;2025-01-15 15:29:00.000000;2025-01-15 15:58:00.000000
11d03b91-bce6-4d76-ac99-c0a5c8451945;77973ae9-2990-4f55-bf7a-5b04398cbdb3;076531d0-0fdb-4f02-bfc4-c89a9027947b;PM;13;2025-01-15 15:59:00.000000;2025-01-15 16:19:00.000000
1153c64d-0cd4-4589-806d-71691a17fd95;77973ae9-2990-4f55-bf7a-5b04398cbdb3;04fdeb35-1544-4b3a-a758-5fffb05d5fb5;AM;19;2025-01-16 07:07:00.000000;2025-01-16 07:29:00.000000
f36edf37-633f-4f28-897c-04a22b22f920;77973ae9-2990-4f55-bf7a-5b04398cbdb3;32059cd6-9cad-47a7-be99-69ee165526bc;AM;18;2025-01-16 07:25:00.000000;2025-01-16 07:45:00.000000
c6a0efeb-71c5-41e7-8896-0c74f1df5a2c;77973ae9-2990-4f55-bf7a-5b04398cbdb3;076531d0-0fdb-4f02-bfc4-c89a9027947b;AM;21;2025-01-16 07:43:00.000000;2025-01-16 08:04:00.000000
e3487801-37ac-41bf-91e0-fc35309d46cd;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;fa852904-bde6-4472-b6ef-ed7a1b81b482;AM;25;2025-01-16 07:53:00.000000;2025-01-16 08:38:00.000000
e5b41f1c-e605-4186-ab90-496db4c72e44;77973ae9-2990-4f55-bf7a-5b04398cbdb3;c24dadec-8bfc-4341-9b28-089cabb7c21d;AM;22;2025-01-16 07:54:00.000000;2025-01-16 08:14:00.000000
96662625-5bc1-4cc3-a549-8349d2ba77af;4f6d4028-5d21-4955-8674-ee05e2a8d7d7;03747974-74dd-449a-8bfe-73d6d8b408e4;AM;24;2025-01-16 08:01:00.000000;2025-01-16 09:01:00.000000
137ae225-a1cb-4497-b072-c28072e0995a;77973ae9-2990-4f55-bf7a-5b04398cbdb3;3d4302a8-8c6f-496f-81fe-24b0bab796a3;AM;22;2025-01-16 08:02:00.000000;2025-01-16 08:23:00.000000
5746c9d0-d316-4c9a-8425-9a15c6e1061c;7ba05016-1579-41e0-b82e-f8269b155156;d77e531b-0037-413b-89b7-b12af5506d92;AM;21;2025-01-16 08:13:00.000000;2025-01-16 09:22:00.000000
00a9567a-1b3b-40c3-a129-824fd13a47ec;02fe6a29-dfac-4a24-8495-c7c40041bf78;7592f388-b382-4577-8aa3-375911cfa9e6;AM;25;2025-01-16 08:49:00.000000;2025-01-16 09:34:00.000000
44efd949-a555-42e0-9955-bdd2aae0fd93;77973ae9-2990-4f55-bf7a-5b04398cbdb3;04fdeb35-1544-4b3a-a758-5fffb05d5fb5;PM;21;2025-01-16 14:06:00.000000;2025-01-16 14:26:00.000000
a276df44-b874-45e7-a57d-2e42a6b42e09;4f6d4028-5d21-4955-8674-ee05e2a8d7d7;03747974-74dd-449a-8bfe-73d6d8b408e4;PM;23;2025-01-16 14:17:00.000000;2025-01-16 15:00:00.000000
2ad42ecb-59fe-4296-b549-285dd07782d9;77973ae9-2990-4f55-bf7a-5b04398cbdb3;076531d0-0fdb-4f02-bfc4-c89a9027947b;PM;16;2025-01-16 14:40:00.000000;2025-01-16 15:00:00.000000
8f36f158-bf75-4b26-b8e2-a954ccfdf922;7ba05016-1579-41e0-b82e-f8269b155156;d77e531b-0037-413b-89b7-b12af5506d92;PM;27;2025-01-16 14:59:00.000000;2025-01-16 15:54:00.000000
d784fec6-eceb-4811-81e8-35a58092ccf5;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;fa852904-bde6-4472-b6ef-ed7a1b81b482;PM;22;2025-01-16 15:23:00.000000;2025-01-16 16:00:00.000000
ec8288d8-6c07-4f9c-a6bf-dc1bd39cd2f4;77973ae9-2990-4f55-bf7a-5b04398cbdb3;3d4302a8-8c6f-496f-81fe-24b0bab796a3;PM;14;2025-01-16 15:27:00.000000;2025-01-16 15:47:00.000000
53c80622-4ab9-4af0-882f-74fb591e490f;02fe6a29-dfac-4a24-8495-c7c40041bf78;7592f388-b382-4577-8aa3-375911cfa9e6;PM;18;2025-01-16 15:35:00.000000;2025-01-16 16:07:00.000000
14ad0938-a317-480d-88f8-cc3ce48fd83c;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;8a1ee016-952e-462f-b8f6-74e171d7cbf6;PM;17;2025-01-16 15:38:00.000000;2025-01-16 16:16:00.000000
48df1df8-6045-4038-ad75-4fd556fecc27;77973ae9-2990-4f55-bf7a-5b04398cbdb3;32059cd6-9cad-47a7-be99-69ee165526bc;PM;22;2025-01-16 15:41:00.000000;2025-01-16 16:01:00.000000
78a4d978-cff3-4bc8-9eb8-0bff34b109e3;77973ae9-2990-4f55-bf7a-5b04398cbdb3;c24dadec-8bfc-4341-9b28-089cabb7c21d;PM;19;2025-01-16 15:52:00.000000;2025-01-16 16:12:00.000000
5e920dff-b916-46fc-bcd3-4157ce574ff2;7ba05016-1579-41e0-b82e-f8269b155156;d77e531b-0037-413b-89b7-b12af5506d92;AM;14;2025-01-17 07:04:00.000000;2025-01-17 08:10:00.000000
7ff60c8a-f4cb-41c2-adb6-7eba0bea667c;02fe6a29-dfac-4a24-8495-c7c40041bf78;7592f388-b382-4577-8aa3-375911cfa9e6;AM;13;2025-01-17 07:49:00.000000;2025-01-17 08:37:00.000000
e181143a-fc78-4f17-9451-117587b274a5;6265f7d1-d50a-4958-adbd-068241f4276a;3d4302a8-8c6f-496f-81fe-24b0bab796a3;AM;10;2025-01-17 07:51:00.000000;2025-01-17 08:28:00.000000
2784c2a1-b9d8-46ff-8b96-2d21c36fd327;1256dbd3-335b-440b-bd82-2d65f699eb05;c24dadec-8bfc-4341-9b28-089cabb7c21d;AM;11;2025-01-17 07:52:00.000000;2025-01-17 08:35:00.000000
f5997b6e-ee48-49f4-ad06-34a967484d39;1256dbd3-335b-440b-bd82-2d65f699eb05;076531d0-0fdb-4f02-bfc4-c89a9027947b;AM;12;2025-01-17 08:26:00.000000;2025-01-17 09:09:00.000000
d248bb66-7390-4ee2-b4a1-d6dd7674074d;1256dbd3-335b-440b-bd82-2d65f699eb05;32059cd6-9cad-47a7-be99-69ee165526bc;AM;12;2025-01-17 08:28:00.000000;2025-01-17 09:05:00.000000
7e18dc74-8afe-4f8a-8d69-a2cdd262e0dc;77973ae9-2990-4f55-bf7a-5b04398cbdb3;03747974-74dd-449a-8bfe-73d6d8b408e4;AM;9;2025-01-17 08:35:00.000000;2025-01-17 08:55:00.000000
99cc3203-6ad9-4aea-98a4-6bdf0cf34ce8;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;fa852904-bde6-4472-b6ef-ed7a1b81b482;AM;10;2025-01-17 08:43:00.000000;2025-01-17 09:27:00.000000
c939955f-0891-4ce3-9464-8df666582dbb;1256dbd3-335b-440b-bd82-2d65f699eb05;04fdeb35-1544-4b3a-a758-5fffb05d5fb5;AM;15;2025-01-17 08:57:00.000000;2025-01-17 09:35:00.000000
901eb3f5-41a0-46a5-8b68-75c85f855581;1256dbd3-335b-440b-bd82-2d65f699eb05;c24dadec-8bfc-4341-9b28-089cabb7c21d;PM;14;2025-01-17 14:01:00.000000;2025-01-17 14:28:00.000000
838e65c1-c23d-4a48-9de2-de4e6f63923f;1256dbd3-335b-440b-bd82-2d65f699eb05;32059cd6-9cad-47a7-be99-69ee165526bc;PM;17;2025-01-17 14:08:00.000000;2025-01-17 14:35:00.000000
11cc1429-de5d-451a-9080-d4dd1927c9ec;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;fa852904-bde6-4472-b6ef-ed7a1b81b482;PM;11;2025-01-17 14:18:00.000000;2025-01-17 14:52:00.000000
0fa62447-0ef4-4fb2-9876-7b0c66c70740;1256dbd3-335b-440b-bd82-2d65f699eb05;8a1ee016-952e-462f-b8f6-74e171d7cbf6;PM;21;2025-01-17 14:27:00.000000;2025-01-17 14:59:00.000000
be1ad42a-8245-41f7-9732-e893b2d2a65a;02fe6a29-dfac-4a24-8495-c7c40041bf78;7592f388-b382-4577-8aa3-375911cfa9e6;PM;21;2025-01-17 14:35:00.000000;2025-01-17 15:09:00.000000
24adb812-4129-41eb-b995-6c2d44f8efea;7ba05016-1579-41e0-b82e-f8269b155156;d77e531b-0037-413b-89b7-b12af5506d92;PM;23;2025-01-17 14:53:00.000000;2025-01-17 15:42:00.000000
8f1f721c-f4d1-46aa-ac47-0f25b9825785;77973ae9-2990-4f55-bf7a-5b04398cbdb3;03747974-74dd-449a-8bfe-73d6d8b408e4;PM;18;2025-01-17 15:25:00.000000;2025-01-17 15:45:00.000000
d86df2d5-9f61-41ba-8009-94d1506a6d26;1256dbd3-335b-440b-bd82-2d65f699eb05;076531d0-0fdb-4f02-bfc4-c89a9027947b;PM;22;2025-01-17 15:25:00.000000;2025-01-17 15:53:00.000000
68343b57-0c9f-45ea-b282-a347e2e7dbd6;6265f7d1-d50a-4958-adbd-068241f4276a;3d4302a8-8c6f-496f-81fe-24b0bab796a3;PM;12;2025-01-17 15:39:00.000000;2025-01-17 16:09:00.000000
44e83f2f-48db-499b-a9d0-0b25b1362a29;1256dbd3-335b-440b-bd82-2d65f699eb05;04fdeb35-1544-4b3a-a758-5fffb05d5fb5;PM;10;2025-01-17 15:49:00.000000;2025-01-17 16:21:00.000000
6a690b33-ea78-42bf-b958-ecb95e4882a7;7ba05016-1579-41e0-b82e-f8269b155156;c24dadec-8bfc-4341-9b28-089cabb7c21d;AM;21;2025-01-20 07:15:00.000000;2025-01-20 08:18:00.000000
fe89d42c-e9ed-4f86-8aca-1612ddf1f1c2;1256dbd3-335b-440b-bd82-2d65f699eb05;fa852904-bde6-4472-b6ef-ed7a1b81b482;AM;28;2025-01-20 07:22:00.000000;2025-01-20 08:02:00.000000
2b7c8ccb-ed35-46e9-a5c3-b6456ec07e04;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;d77e531b-0037-413b-89b7-b12af5506d92;AM;28;2025-01-20 07:53:00.000000;2025-01-20 08:39:00.000000
a7460a67-5c9e-4b55-a2be-9a8a5573685a;77973ae9-2990-4f55-bf7a-5b04398cbdb3;3d4302a8-8c6f-496f-81fe-24b0bab796a3;AM;22;2025-01-20 07:55:00.000000;2025-01-20 08:15:00.000000
1527f752-80e4-4e49-b106-b60a3b40d217;6265f7d1-d50a-4958-adbd-068241f4276a;04fdeb35-1544-4b3a-a758-5fffb05d5fb5;AM;19;2025-01-20 08:16:00.000000;2025-01-20 08:55:00.000000
f4910c82-674f-4753-84c6-8149b4b1f8d7;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;7592f388-b382-4577-8aa3-375911cfa9e6;AM;22;2025-01-20 08:25:00.000000;2025-01-20 09:14:00.000000
af1c28df-62f2-4670-9c4c-be22e7f00bdd;4f6d4028-5d21-4955-8674-ee05e2a8d7d7;03747974-74dd-449a-8bfe-73d6d8b408e4;AM;26;2025-01-20 08:27:00.000000;2025-01-20 09:34:00.000000
85def13a-8a24-40b0-9562-553b7604b937;4f6d4028-5d21-4955-8674-ee05e2a8d7d7;32059cd6-9cad-47a7-be99-69ee165526bc;AM;25;2025-01-20 08:40:00.000000;2025-01-20 09:48:00.000000
b635eea6-03c9-4f7b-981c-1b2300ae5d4c;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;076531d0-0fdb-4f02-bfc4-c89a9027947b;AM;20;2025-01-20 08:49:00.000000;2025-01-20 09:34:00.000000
356537b5-1f90-4db6-b85d-c6f21d8062c0;4f6d4028-5d21-4955-8674-ee05e2a8d7d7;03747974-74dd-449a-8bfe-73d6d8b408e4;PM;28;2025-01-20 14:17:00.000000;2025-01-20 15:09:00.000000
889a3981-3128-4444-b505-3976a78681d5;f557e38d-8c00-4692-9147-905ce01c6950;8a1ee016-952e-462f-b8f6-74e171d7cbf6;PM;16;2025-01-20 14:17:00.000000;2025-01-20 14:37:00.000000
25075ae6-7311-4801-95f8-c87805119bbc;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;076531d0-0fdb-4f02-bfc4-c89a9027947b;PM;26;2025-01-20 14:19:00.000000;2025-01-20 14:50:00.000000
0807cd3a-a495-41ba-8429-6548446e7411;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;7592f388-b382-4577-8aa3-375911cfa9e6;PM;24;2025-01-20 14:44:00.000000;2025-01-20 15:20:00.000000
b36d8aa5-2273-4403-b251-d1cdfb3c4542;1256dbd3-335b-440b-bd82-2d65f699eb05;fa852904-bde6-4472-b6ef-ed7a1b81b482;PM;27;2025-01-20 14:54:00.000000;2025-01-20 15:23:00.000000
296130c8-50a9-478a-a9dc-5f739b212cbd;6265f7d1-d50a-4958-adbd-068241f4276a;04fdeb35-1544-4b3a-a758-5fffb05d5fb5;PM;25;2025-01-20 15:14:00.000000;2025-01-20 15:43:00.000000
f611d9e1-3656-407f-aada-6339a6d010a7;77973ae9-2990-4f55-bf7a-5b04398cbdb3;3d4302a8-8c6f-496f-81fe-24b0bab796a3;PM;27;2025-01-20 15:20:00.000000;2025-01-20 15:40:00.000000
8743905f-908b-40fe-ab8c-865aa3381df8;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;d77e531b-0037-413b-89b7-b12af5506d92;PM;19;2025-01-20 15:37:00.000000;2025-01-20 16:12:00.000000
cdf1f1bc-e1c6-459d-aa69-b1b1b024f0b9;4f6d4028-5d21-4955-8674-ee05e2a8d7d7;32059cd6-9cad-47a7-be99-69ee165526bc;PM;27;2025-01-20 15:39:00.000000;2025-01-20 16:30:00.000000
3777db7b-efba-4be7-ad3a-d5e3327ad114;7ba05016-1579-41e0-b82e-f8269b155156;c24dadec-8bfc-4341-9b28-089cabb7c21d;PM;25;2025-01-20 15:42:00.000000;2025-01-20 16:27:00.000000
1ec50254-0c00-4110-9ddb-72cc3a4b220c;7ba05016-1579-41e0-b82e-f8269b155156;7592f388-b382-4577-8aa3-375911cfa9e6;AM;20;2025-01-21 07:40:00.000000;2025-01-21 08:44:00.000000
951e6130-730e-4d38-9d26-485018fd384c;02fe6a29-dfac-4a24-8495-c7c40041bf78;076531d0-0fdb-4f02-bfc4-c89a9027947b;AM;12;2025-01-21 07:40:00.000000;2025-01-21 08:31:00.000000
803f2a1f-f135-487c-8b9a-e140b270d777;6265f7d1-d50a-4958-adbd-068241f4276a;d77e531b-0037-413b-89b7-b12af5506d92;AM;21;2025-01-21 07:46:00.000000;2025-01-21 08:21:00.000000
3beebcf0-9348-4d71-9788-87e2f75305a4;4f6d4028-5d21-4955-8674-ee05e2a8d7d7;04fdeb35-1544-4b3a-a758-5fffb05d5fb5;AM;19;2025-01-21 07:53:00.000000;2025-01-21 08:53:00.000000
fd72ef49-fff4-4789-998e-c35296d62713;77973ae9-2990-4f55-bf7a-5b04398cbdb3;32059cd6-9cad-47a7-be99-69ee165526bc;AM;11;2025-01-21 08:17:00.000000;2025-01-21 08:39:00.000000
d4fe81b4-0e8d-4fa4-8dc7-15cb8fe2ca40;82d8b8ca-61a7-4c4f-a4e2-bec14cdb1947;c24dadec-8bfc-4341-9b28-089cabb7c21d;AM;10;2025-01-21 08:28:00.000000;2025-01-21 09:17:00.000000
cd1210c9-365a-46bc-be5f-3d0df250ff1b;4f6d4028-5d21-4955-8674-ee05e2a8d7d7;03747974-74dd-449a-8bfe-73d6d8b408e4;AM;25;2025-01-21 08:35:00.000000;2025-01-21 09:39:00.000000
8460cffd-0c34-4f80-9d36-114daf84b137;7ba05016-1579-41e0-b82e-f8269b155156;3d4302a8-8c6f-496f-81fe-24b0bab796a3;AM;25;2025-01-21 08:41:00.000000;2025-01-21 09:50:00.000000
32725559-8fdb-430f-ac69-0e043936255a;6265f7d1-d50a-4958-adbd-068241f4276a;fa852904-bde6-4472-b6ef-ed7a1b81b482;AM;26;2025-01-21 08:55:00.000000;2025-01-21 09:32:00.000000
15abef20-5bd7-4b2c-9fe7-a9d396ae5482;77973ae9-2990-4f55-bf7a-5b04398cbdb3;32059cd6-9cad-47a7-be99-69ee165526bc;PM;18;2025-01-21 14:05:00.000000;2025-01-21 14:25:00.000000
5cb056f0-e512-47b5-a8bc-16fbdaa32eb9;6265f7d1-d50a-4958-adbd-068241f4276a;fa852904-bde6-4472-b6ef-ed7a1b81b482;PM;20;2025-01-21 14:09:00.000000;2025-01-21 14:34:00.000000
b427415b-f5ec-486a-83d6-463681f86b69;7ba05016-1579-41e0-b82e-f8269b155156;7592f388-b382-4577-8aa3-375911cfa9e6;PM;23;2025-01-21 14:10:00.000000;2025-01-21 14:54:00.000000
34e9b074-3af5-4d1a-b8b0-6d812921a4ee;6265f7d1-d50a-4958-adbd-068241f4276a;d77e531b-0037-413b-89b7-b12af5506d92;PM;29;2025-01-21 14:13:00.000000;2025-01-21 14:42:00.000000
7ee674bc-9822-4a77-85bc-505dc0aed6c2;6265f7d1-d50a-4958-adbd-068241f4276a;8a1ee016-952e-462f-b8f6-74e171d7cbf6;PM;25;2025-01-21 14:15:00.000000;2025-01-21 14:40:00.000000
ee1e4d94-3992-4460-b3c9-814554faa487;4f6d4028-5d21-4955-8674-ee05e2a8d7d7;04fdeb35-1544-4b3a-a758-5fffb05d5fb5;PM;14;2025-01-21 14:17:00.000000;2025-01-21 14:59:00.000000
b349b393-7727-457a-98d4-6c11a0e895af;7ba05016-1579-41e0-b82e-f8269b155156;3d4302a8-8c6f-496f-81fe-24b0bab796a3;PM;21;2025-01-21 14:25:00.000000;2025-01-21 15:17:00.000000
3641935b-24de-43dd-aabe-a275224247fe;02fe6a29-dfac-4a24-8495-c7c40041bf78;076531d0-0fdb-4f02-bfc4-c89a9027947b;PM;22;2025-01-21 15:30:00.000000;2025-01-21 16:06:00.000000
